"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-10","0.47","0.0","0.0","47","35","36"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-11","0.31","0.0","0.0","42","31","31"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-12","0.19","0.0","0.0","33","26","30"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-13","0.00","0.0","0.0","35","25","29"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-14","0.10","0.0","0.0","34","29","32"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-15","0.76","4.0","5.0","32","22","22"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-16","0.02","0.0","5.0","25","20","24"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-17","0.13","1.0","6.0","26","22","22"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-18","0.16","2.0","7.0","22","13","17"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-19","0.16","1.5","6.0","24","15","22"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-20","0.00","0.0","6.0","22","14","19"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-21","0.30","3.0","9.0","20","14","19"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-22","0.66","7.0","16.0","19","9","9"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-23","0.21","4.0","19.0","9","3","9"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-24","0.00","0.0","16.0","16","-2","10"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-25","0.00","0.0","15.0","25","4","21"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-26","0.31","0.0","11.0","32","20","28"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-27","0.71","1.0","12.0","32","28","28"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-28","0.39","0.8","12.0","28","24","25"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-29","0.30","2.0","12.0","26","24","24"
"USC00435416","MOUNT MANSFIELD, VT US","2000-11-30","0.28","3.0","14.0","26","21","21"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-01","0.80","5.5","20.0","21","11","11"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-02","0.18","5.0","25.0","11","3","7"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-03","0.03","0.5","24.0","18","2","18"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-04","0.00","0.0","23.0","24","11","18"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-05","0.00","0.0","21.0","24","16","18"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-06","0.17","2.0","22.0","18","-5","1"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-07","0.11","2.0","25.0","7","-1","-1"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-08","0.00","0.0","23.0","9","-12","-1"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-09","0.00","0.0","22.0","3","-4","-1"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-10","0.00","0.0","21.0","14","-2","14"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-11","0.14","1.5","21.0","14","24","23"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-12","0.60","3.0","28.0","31","2","2"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-13","0.00","0.0","26.0","14","-10","10"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-14","0.45","3.0","30.0","22","3","19"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-15","0.09","0.5","31.0","27","3","22"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-16","0.00","0.0","30.0","22","12","19"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-17","2.68","0.0","29.0","43","19","42"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-18","1.47","5.3","31.0","43","12","13"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-19","0.11","0.5","32.0","18","8","16"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-20","0.62","7.0","39.0","19","2","4"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-21","0.05","0.5","39.0","15","-1","9"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-22","0.12","2.0","39.0","14","9","12"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-23","0.30","4.0","41.0","12","-1","1"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-24","0.10","1.0","42.0","10","-4","8"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-25","0.43","7.0","48.0","8","-13","-13"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-26","0.31","1.0","47.0","0","-16","0"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-27","0.12","1.0","45.0","3","0","2"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-28","0.11","1.0","45.0","2","-10","1"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-29","0.00","0.0","44.0","27","1","26"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-30","0.07","0.7","44.0","26","8","12"
"USC00435416","MOUNT MANSFIELD, VT US","2000-12-31","0.86","9.0","54.0","15","10","11"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-01","0.59","0.8","58.0","11","0","7"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-02","0.05","0.0","55.0","11","2","3"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-03","0.20","0.2","54.0","12","1","12"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-04","0.29","3.7","57.0","12","8","9"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-05","0.12","1.5","58.0","14","0","11"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-06","0.00","0.0","57.0","23","11","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-07","0.08","0.8","54.0","18","11","16"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-08","0.06","0.5","52.0","20","13","20"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-09","0.14","0.5","53.0","20","4","4"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-10","0.33","3.5","59.0","4","-11","3"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-11","0.37","0.2","60.0","18","1","14"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-12","0.00","0.0","59.0","19","0","14"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-13","0.00","0.0","59.0","20","5","19"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-14","0.00","0.0","56.0","22","17","21"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-15","0.11","1.5","56.0","21","16","17"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-16","0.64","0.4","58.0","23","16","22"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-17","0.18","0.2","62.0","22","5","5"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-18","0.03","0.5","62.0","15","-1","14"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-19","0.35","2.5","63.0","20","14","19"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-20","0.04","0.3","63.0","19","5","8"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-21","0.00","0.0","63.0","11","-2","3"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-22","0.12","2.5","64.0","11","3","10"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-23","0.00","0.0","64.0","19","10","17"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-24","0.03","0.0","63.0","19","15","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-25","0.22","2.5","64.0","19","8","8"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-26","0.00","0.0","62.0","17","1","14"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-27","0.00","0.0","62.0","18","11","11"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-28",,,"63.0","11","1","5"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-29","0.02","0.3","63.0","17","4","17"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-30","0.26","0.3","62.0","30","14","24"
"USC00435416","MOUNT MANSFIELD, VT US","2001-01-31","0.13","0.7","66.0","27","17","22"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-01","0.44","2.0","68.0","22","13","13"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-02","0.06","0.3","68.0","16","11","16"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-03","0.62","6.5","73.0","19","-1","3"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-04","0.00","0.0","72.0","13","-2","13"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-05","0.20","2.0","72.0","25","13","17"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-06","1.32","8.5","79.0","19","12","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-07","0.33","4.5","81.0","18","10","15"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-08","0.17","2.0","83.0","18","9","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-09","0.66","0.0","80.0","34","15","33"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-10","0.35","0.0","72.0","40","4","4"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-11","0.00","0.0","72.0","4","-15","-8"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-12","0.00","0.0","72.0","14","-12","10"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-13","0.05","0.5","72.0","15","8","15"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-14","0.15","0.8","72.0","28","13","26"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-15","1.24","8.0","78.0","27","10","14"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-16","0.00","0.0","78.0","19","8","19"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-17","0.51","6.5","84.0","20","-3","-3"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-18","0.13","0.8","82.0","4","-14","4"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-19","0.18","2.5","82.0","14","4","14"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-20","0.00","0.0","80.0","26","14","26"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-21","0.45","6.0","82.0","27","-4","-3"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-22","0.00","0.0","82.0","9","-16","-2"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-23","0.27","3.0","85.0","15","-3","12"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-24","0.19","2.5","86.0","12","-8","2"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-25","0.42","1.5","84.0","21","1","15"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-26","0.33","0.3","84.0","32","12","12"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-27","0.13","2.5","85.0","13","6","10"
"USC00435416","MOUNT MANSFIELD, VT US","2001-02-28","0.03","0.3","85.0","10","-8","-1"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-01","0.00","0.0","87.0","1","-9","-1"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-02","0.07","0.5","86.0","13","-6","11"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-03","0.00","0.0","85.0","14","0","9"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-04","0.00","0.0","85.0","17","1","15"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-05","0.42","4.0","89.0","16","8","15"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-06","1.13","14.0","98.0","16","14","15"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-07","0.12","1.5","96.0","21","10","16"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-08","0.00","0.0","96.0","21","12","20"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-09","0.15","1.5","95.0","21","17","20"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-10","0.75","5.5","103.0","20","15","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-11","0.13","1.3","104.0","21","12","20"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-12","0.22","0.3","102.0","24","-6","22"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-13","0.40","2.0","108.0","24","10","23"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-14","1.02","7.0","110.0","28","18","19"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-15","0.54","3.5","112.0","25","17","24"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-16","0.00","0.0","109.0","24","11","16"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-17","0.00","0.0","109.0","28","13","24"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-18","0.00","0.0","108.0","25","11","15"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-19","0.00","0.0","109.0","23","12","23"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-20","0.00","0.0","109.0","33","20","31"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-21","0.00","0.0","109.0","32","25","29"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-22","0.91","7.0","117.0","29","22","23"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-23","1.05","8.5","120.0","23","18","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-24","1.16","8.0","128.0","22","15","21"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-25","0.05","0.5","126.0","21","9","16"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-26","0.00","0.0","124.0","20","6","16"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-27","0.01","1.0","124.0",,"3","12"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-28","1.03","13.5","132.0","18","12","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-29","0.00","0.0","132.0","30","12","27"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-30","0.45","2.0","130.0","27","20","22"
"USC00435416","MOUNT MANSFIELD, VT US","2001-03-31","0.26","1.0","131.0","29","20","26"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-01","0.00","0.0","129.0","31","19","31"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-02","0.00","0.0","126.0","31","18","18"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-03","0.00","0.0","126.0","20","16","20"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-04","0.00","0.0","125.0","26","18","25"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-05","0.00","0.0","123.0","30","20","29"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-06","0.00","0.0","125.0","32","26","27"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-07","0.13","0.7","122.0","33","23","33"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-08","0.38","0.0","123.0","36","19","33"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-09","0.13","0.0","120.0","39","28","31"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-10","0.00","0.0","120.0","34","27","33"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-11","0.00","0.0","117.0","40","29","36"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-12","0.30","0.0","116.0","36","29","32"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-13","0.00","0.0","111.0","43","30","31"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-14","0.17","1.0","110.0","31","17","28"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-15","0.00","0.0","108.0","31","23","30"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-16","0.00","0.0","108.0","31","21","29"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-17","0.00","0.0","107.0","33","23","31"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-18","0.00","0.0","107.0","31","16","21"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-19","0.00","0.0","107.0","28","13","28"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-20","0.00","0.0","107.0","41","23","40"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-21","0.00","0.0","106.0","44","38","46"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-22","0.22","0.0","96.0","49","41","43"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-23","0.00","0.0","94.0","60","35","60"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-24","0.17","0.0","92.0","62","37","37"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-25","0.18","0.0","81.0","38","22","30"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-26","0.00","0.0","80.0","47","29","45"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-27","0.00","0.0","77.0","46","34","45"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-28","0.00","0.0","76.0","45","15","30"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-29","0.00","0.0","75.0","39","22","39"
"USC00435416","MOUNT MANSFIELD, VT US","2001-04-30","0.00","0.0","74.0","54","35","53"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-01","0.00","0.0","70.0","67","49","67"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-02","0.00","0.0","64.0","68","55","66"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-03","0.00","0.0","60.0","70","54","66"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-04","0.00","0.0","55.0","69","51","59"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-05","0.00","0.0","53.0","61","30","30"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-06","0.00","0.0","50.0","50","29","49"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-07","0.00","0.0","48.0","56","36","55"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-08","0.00","0.0","46.0","66","44","62"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-09","0.00","0.0","44.0","62","49","56"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-10","0.00","0.0","42.0","62","43","60"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-11","0.00","0.0","36.0","68","50","66"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-12","0.72","0.0","34.0","68","44","44"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-13","0.68","0.0","30.0","44","26","38"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-14","0.00","0.0","26.0","46","31","40"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-15","0.00","0.0","24.0","43","37","40"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-16","0.00","0.0","22.0","51","35","47"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-17","0.00","0.0","20.0","55","36","51"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-18","0.00","0.0","18.0","52","40","46"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-19","0.47","0.0","18.0","47","42","45"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-20","0.00","0.0","18.0","60","39","56"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-21","0.00","0.0","10.0","60","45","59"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-22","0.00","0.0","9.0","60","42","46"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-23","0.08","0.0","6.0","46","40","41"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-24","0.02","0.0","4.0","61","39","34"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-25","0.00","0.0","1.0","60","43","60"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-26","0.00","0.0","0.0","60","45","53"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-27","0.44","0.0","0.0","53","44","47"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-28","0.30","0.0","0.0","50","44","46"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-29","0.17","0.0","0.0","47","40","45"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-30","0.56","0.7","1.0","45","28","28"
"USC00435416","MOUNT MANSFIELD, VT US","2001-05-31","2.03","6.5","6.0","33","24","33"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-01","0.00","0.0","3.0","55","33","52"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-02","0.46","0.0",,"52","38","44"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-03","0.15","0.0",,"50","44","48"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-04","0.79","0.0",,"49","40","46"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-05","0.50","0.0","0.0","46","42","44"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-06","0.15","0.0","0.0","51","41","49"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-07","0.00","0.0","0.0","57","43","56"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-08","0.00","0.0","0.0","57","44","56"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-09","0.00","0.0","0.0","60","45","60"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-10","0.00","0.0","0.0","63","48","63"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-11","0.04","0.0","0.0","63","48","48"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-12","0.14","0.0","0.0","57","48","55"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-13","0.00","0.0","0.0","70","52","68"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-14","0.00","0.0","0.0","73","60","71"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-15","0.00","0.0","0.0","79","62","77"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-16","0.00","0.0","0.0","78","62","75"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-17","0.74","0.0","0.0","76","53","59"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-18","0.00","0.0","0.0","64","48","61"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-19","0.00","0.0","0.0","73","53","72"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-20","0.00","0.0","0.0","73","56","52"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-21","0.00","0.0","0.0","72","49","52"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-22","0.00","0.0","0.0","58","44","55"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-23","0.00","0.0","0.0","59","56","58"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-24","0.73","0.0","0.0","59","51","53"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-25","0.00","0.0","0.0","68","51","67"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-26","0.00","0.0","0.0","73","69","69"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-27","0.00","0.0","0.0","73","57","72"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-28","0.00","0.0","0.0","72","52","56"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-29","0.10","0.0","0.0","57","45","53"
"USC00435416","MOUNT MANSFIELD, VT US","2001-06-30","1.09","0.0","0.0","64","53","63"
"USC00435416","MOUNT MANSFIELD, VT US","2001-07-01","0.31","0.0","0.0","66","54","58"
"USC00435416","MOUNT MANSFIELD, VT US","2001-07-02","0.05","0.0","0.0","57","31","47"
"USC00435416","MOUNT MANSFIELD, VT US","2001-07-03","0.00","0.0","0.0","52","43","50"
"USC00435416","MOUNT MANSFIELD, VT US","2001-07-04","0.00","0.0","0.0","65","48","63"
